group,attrs,packs,approx_groups_count,ml,number_entities,group_number_masked_product,material_type,optional_attrs,none_attrs,inferred_concentration,inferred_concentration_uom,inferred_packsize,inferred_packsize_uom,product,Item_Description,Item_Code,Secondary_Sales_UOM,Parent_Code,rowcd,percentage,mg,pack_size,misc,fraction,k,mg/ml,gm,liter,miu,pack_multiplier,mcg
zithium,,syrup,1,15.0,"{'#': {'string': '15 ml', 'type': 'measurement', 'number_string': (None, '15.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> oral suspension <v>#<v> ,liquid,oral,,,,15.0,ml,ZITHIUM ORAL SUSPENSION  (15ML),ZITHIUM ORAL SUSPENSION  (15ML),ZL0301,,ZL0301,2021-07-27 20:11:06,,,,,,,,,,,,
zithium,xl,syrup,1,30.0,"{'#': {'string': '30 ml', 'type': 'measurement', 'number_string': (None, '30.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None, 'context': {'before': ['<group>', '<attr>', '<v>##<v>', '<pack>'], 'after': []}}, '##': {'string': '100', 'type': 'int', 'number_string': ('100.0',), 'context': {'before': ['<group>', '<attr>'], 'after': ['<pack>', '<v>#<v>']}}}", <group> xl <v>##<v> suspension <v>#<v> ,liquid,,,100.0,,30.0,ml,ZITHIUM XL 100 SUSPENSION (30ML),ZITHIUM XL 100 SUSPENSION (30ML),FLST02,,FLST02,2021-07-27 20:11:06,,,,100.0,,,,,,,,
zithium,xl,syrup,1,30.0,"{'#': {'string': '30 ml', 'type': 'measurement', 'number_string': (None, '30.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None, 'context': {'before': ['<group>', '<attr>', '<v>##<v>', '<pack>'], 'after': []}}, '##': {'string': '200', 'type': 'int', 'number_string': ('200.0',), 'context': {'before': ['<group>', '<attr>'], 'after': ['<pack>', '<v>#<v>']}}}", <group> xl <v>##<v> suspension <v>#<v> ,liquid,,,200.0,,30.0,ml,ZITHIUM XL 200 SUSPENSION (30ML),ZITHIUM XL 200 SUSPENSION (30ML),FLST03,,FLST03,2021-07-27 20:11:06,,,,200.0,,,,,,,,
zocef,,tablet,1,,"{'#': {'string': '125 mg', 'type': 'measurement', 'number_string': (None, '125.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}, '##': {'string': '10s', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> <v>#<v> tablet <v>##<v> ,solid,,,125.0,mg,10.0,pack_size,ZOCEF 125 MG Tablet  [ 10S ],ZOCEF 125 MG Tablet  [ 10S ],FT4301,,FT4301,2021-07-27 20:11:06,,125.0,10.0,,,,,,,,,
zocef,,tablet,1,,"{'#': {'string': '10s', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None, 'context': {'before': ['<group>', '<v>##<v>', '<pack>'], 'after': []}}, '##': {'string': '250', 'type': 'int', 'number_string': ('250.0',), 'context': {'before': ['<group>'], 'after': ['<pack>', '<v>#<v>']}}}", <group> <v>##<v> tablet <v>#<v> ,solid,,,250.0,,10.0,pack_size,ZOCEF 250 Tablet  [ 10S ],ZOCEF 250 Tablet  [ 10S ],FT4311,,FT4311,2021-07-27 20:11:06,,,10.0,250.0,,,,,,,,
zocef,,tablet,1,,"{'#': {'string': '500 mg', 'type': 'measurement', 'number_string': (None, '500.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}, '##': {'string': '10s', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> <v>#<v> tablet <v>##<v> ,solid,,,500.0,mg,10.0,pack_size,ZOCEF 500 MG Tablet  [ 10S ],ZOCEF 500 MG Tablet  [ 10S ],FT4321,,FT4321,2021-07-27 20:11:06,,500.0,10.0,,,,,,,,,
zocef,cv hs,tablet,1,,"{'#': {'string': '500mg', 'type': 'measurement', 'number_string': (None, '500.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}, '##': {'string': '6 s', 'type': 'measurement', 'number_string': (None, '6.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> cv <v>#<v>  <v>##<v> hospital supply tablet ,solid,,,500.0,mg,6.0,pack_size,ZOCEF CV 500MG (6S) HOSPITAL SUPPLY TABLET,ZOCEF CV 500MG (6S) HOSPITAL SUPPLY TABLET,FT4454,,FT4454,2021-07-27 20:11:06,,500.0,6.0,,,,,,,,,
zocef,cv,syrup,1,30.0,"{'#': {'string': '30 ml', 'type': 'measurement', 'number_string': (None, '30.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> cv dry syrup <v>#<v> ,liquid,dry,,,,30.0,ml,ZOCEF CV DRY SYRUP (30ML),ZOCEF CV DRY SYRUP (30ML),FD4311,,FD4311,2021-07-27 20:11:06,,,,,,,,,,,,
zocef,,syrup,1,30.0,"{'#': {'string': '30ml', 'type': 'measurement', 'number_string': (None, '30.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> dry syrup <v>#<v> ,liquid,dry,,,,30.0,ml,ZOCEF DRY SYRUP  [ 30ML ],ZOCEF DRY SYRUP  [ 30ML ],FD4301,,FD4301,2021-07-27 20:11:06,,,,,,,,,,,,
zocef,,injection,1,,"{'#': {'string': '1.5 gm', 'type': 'measurement', 'number_string': (None, '1.5'), 'amount_suffix': (None, 'gm'), 'amount_separator': None, 'context': {'before': ['<group>', '<pack>'], 'after': ['<pack>']}}}", <group> injection <v>#<v> vials ,liquid,,,,,1.5,gm,ZOCEF INJECTION 1.5 GM [ VIALS ],ZOCEF INJECTION 1.5 GM [ VIALS ],FI4321,,FI4321,2021-07-27 20:11:06,,,,,,,,1.5,,,,
zocef,hs,injection,1,,"{'#': {'string': '1.5 gm', 'type': 'measurement', 'number_string': (None, '1.5'), 'amount_suffix': (None, 'gm'), 'amount_separator': None, 'context': {'before': ['<group>', '<pack>'], 'after': ['<pack>', '<attr>']}}}", <group> injection <v>#<v> vials hospital supply ,liquid,,,,,1.5,gm,ZOCEF INJECTION 1.5GM(VIALS)HOSPITAL SUPPLY,ZOCEF INJECTION 1.5GM(VIALS)HOSPITAL SUPPLY,FI4322,,FI4322,2021-07-27 20:11:06,,,,,,,,1.5,,,,
zocef,,injection,1,,"{'#': {'string': '250 mg', 'type': 'measurement', 'number_string': (None, '250.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}}", <group> injection <v>#<v> vials ,liquid,,,250.0,mg,,,ZOCEF INJECTION 250 MG  [ VIALS ],ZOCEF INJECTION 250 MG  [ VIALS ],FI4301,,FI4301,2021-07-27 20:11:06,,250.0,,,,,,,,,,
zocef,,injection,1,,"{'#': {'string': '750 mg', 'type': 'measurement', 'number_string': (None, '750.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}}", <group> injection <v>#<v> vials ,liquid,,,750.0,mg,,,ZOCEF INJECTION 750 MG  [ VIALS ],ZOCEF INJECTION 750 MG  [ VIALS ],FI4311,,FI4311,2021-07-27 20:11:06,,750.0,,,,,,,,,,
zocef,cv,tablet,1,,"{'#': {'string': '250mg', 'type': 'measurement', 'number_string': (None, '250.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}, '##': {'string': '6 s', 'type': 'measurement', 'number_string': (None, '6.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> cv <v>#<v> tablet <v>##<v> ,solid,,,250.0,mg,6.0,pack_size,ZOCEF-CV 250MG Tablet (6S),ZOCEF-CV 250MG Tablet (6S),FT4443,,FT4443,2021-07-27 20:11:06,,250.0,6.0,,,,,,,,,
zocef,cv,tablet,1,,"{'#': {'string': '500mg', 'type': 'measurement', 'number_string': (None, '500.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}, '##': {'string': '6 s', 'type': 'measurement', 'number_string': (None, '6.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> cv <v>#<v> tablet <v>##<v> ,solid,,,500.0,mg,6.0,pack_size,ZOCEF-CV 500MG Tablet (6S),ZOCEF-CV 500MG Tablet (6S),FT4453,,FT4453,2021-07-27 20:11:06,,500.0,6.0,,,,,,,,,
xpect,d,syrup,1,100.0,"{'#': {'string': '100 ml', 'type': 'measurement', 'number_string': (None, '100.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> d syrup <v>#<v> ,liquid,,,,,100.0,ml,XPECT D SYRUP (100ML),XPECT D SYRUP (100ML),FLVQ01,,FLVQ02,2021-09-02 11:36:17,,,,,,,,,,,,
itratuf,sb,tablet,1,,"{'#': {'string': '10 s', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> sb <v>#<v> capsule ,solid,,,,,10.0,pack_size,ITRATUF SB (10'S) CAPSULE,ITRATUF SB (10'S) CAPSULE,FCUV41,,FCUV41,2021-09-02 11:42:30,,,10.0,,,,,,,,,
pipzo,,injection,1,,"{'#': {'string': '4.5 gm', 'type': 'measurement', 'number_string': (None, '4.5'), 'amount_suffix': (None, 'gm'), 'amount_separator': None, 'context': {'before': ['<group>'], 'after': ['<pack>', '<pack>']}}}", <group> <v>#<v> injection vial ,liquid,,,4.5,gm,,,PIPZO 4.5 GM INJECTION (VIAL),PIPZO 4.5 GM INJECTION (VIAL),FIFD01,,FIFD01,2021-09-02 13:11:51,,,,,,,,4.5,,,,
swich,sr,tablet,1,,"{'#': {'string': '5 s', 'type': 'measurement', 'number_string': (None, '5.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None, 'context': {'before': ['<group>', '<attr>', '<v>##<v>', '<pack>'], 'after': []}}, '##': {'string': '400', 'type': 'int', 'number_string': ('400.0',), 'context': {'before': ['<group>', '<attr>'], 'after': ['<pack>', '<v>#<v>']}}}", <group> sr <v>##<v> tablet <v>#<v> ,solid,,,400.0,,5.0,pack_size,SWICH SR 400 Tablet (5'S),SWICH SR 400 Tablet (5'S),FTZY11,,FTZY11,2021-09-02 13:11:51,,,5.0,400.0,,,,,,,,
satrogyl,o,syrup,1,60.0,"{'#': {'string': '60 ml', 'type': 'measurement', 'number_string': (None, '60.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> o dry syrup <v>#<v> ,liquid,dry,,,,60.0,ml,SATROGYL-O DRY SYRUP (60 ML),SATROGYL-O DRY SYRUP (60 ML),FD5721,,FD5721,2021-09-20 13:29:36,,,,,,,,,,,,
pipzo,,injection,1,,"{'#': {'string': '2.25 gm', 'type': 'measurement', 'number_string': (None, '2.25'), 'amount_suffix': (None, 'gm'), 'amount_separator': None, 'context': {'before': ['<group>'], 'after': ['<pack>', '<pack>']}}}", <group> <v>#<v> injection vial ,liquid,,,2.25,gm,,,PIPZO 2.25 GM INJECTION (VIAL),PIPZO 2.25 GM INJECTION (VIAL),FIFD21,,FIFD21,2021-09-20 13:29:36,,,,,,,,2.25,,,,
hemfer,,syrup,1,225.0,"{'#': {'string': '225 ml', 'type': 'measurement', 'number_string': (None, '225.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> syrup <v>#<v> ,liquid,,,,,225.0,ml,HEMFER SYRUP (225ML),HEMFER SYRUP (225ML),FL1808,,FL1811,2021-09-20 13:29:36,,,,,,,,,,,,
tegliptin,,tablet,1,,"{'#': {'string': '20mg', 'type': 'measurement', 'number_string': (None, '20.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}, '##': {'string': '15 s', 'type': 'measurement', 'number_string': (None, '15.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> <v>#<v> tablet <v>##<v> ,solid,,,20.0,mg,15.0,pack_size,TEGLIPTIN 20MG Tablet (15'S),TEGLIPTIN 20MG Tablet (15'S),FTXX01,,FTXX02,2021-09-20 13:29:36,,20.0,15.0,,,,,,,,,
tamica,am,tablet,1,,"{'#': {'string': '15 s', 'type': 'measurement', 'number_string': (None, '15.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None, 'context': {'before': ['<group>', '<attr>', '<v>##<v>', '<pack>'], 'after': []}}, '##': {'string': '40', 'type': 'int', 'number_string': ('40.0',), 'context': {'before': ['<group>', '<attr>'], 'after': ['<pack>', '<v>#<v>']}}}", <group> am <v>##<v> tablet <v>#<v> ,solid,,,40.0,,15.0,pack_size,TAMICA-AM 40 Tablet (15'S),TAMICA-AM 40 Tablet (15'S),FTXY01,,FTXY01,2021-09-20 13:29:36,,,15.0,40.0,,,,,,,,
xpect,b,syrup,1,100.0,"{'#': {'string': '100 ml', 'type': 'measurement', 'number_string': (None, '100.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> b syrup <v>#<v> ,liquid,,,,,100.0,ml,XPECTB SYRUP (100ML),XPECTB SYRUP (100ML),FL5902,,FLYW01,2021-09-20 13:29:36,,,,,,,,,,,,
xpect,ls,syrup,1,100.0,"{'#': {'string': '100 ml', 'type': 'measurement', 'number_string': (None, '100.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> ls syrup <v>#<v> ,liquid,,,,,100.0,ml,XPECTLS SYRUP (100ML),XPECTLS SYRUP (100ML),FLUQ02,,FLUQ03,2021-09-20 13:29:36,,,,,,,,,,,,
noworm,,tablet,1,,"{'#': {'string': '400 mg', 'type': 'measurement', 'number_string': (None, '400.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}, '##': {'string': '1s', 'type': 'measurement', 'number_string': (None, '1.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> tablet <v>#<v>  <v>##<v> ,solid,,,400.0,mg,1.0,pack_size,NOWORM Tablet 400 MG  [ 1S ],NOWORM Tablet 400 MG  [ 1S ],FT2601,,FT2601,2021-09-20 13:29:36,,400.0,1.0,,,,,,,,,
glistroma,,tablet,1,,"{'#': {'string': '100mg', 'type': 'measurement', 'number_string': (None, '100.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}, '##': {'string': '5 s', 'type': 'measurement', 'number_string': (None, '5.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> capsule <v>#<v>  <v>##<v> ,solid,,,100.0,mg,5.0,pack_size,GLISTROMA CAPSULE 100mg (5S),GLISTROMA CAPSULE 100mg (5S),FCMB01,,FCMB01,2021-09-20 13:29:36,,100.0,5.0,,,,,,,,,
glistroma,,tablet,1,,"{'#': {'string': '250mg', 'type': 'measurement', 'number_string': (None, '250.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}, '##': {'string': '5 s', 'type': 'measurement', 'number_string': (None, '5.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> capsule <v>#<v>  <v>##<v> ,solid,,,250.0,mg,5.0,pack_size,GLISTROMA CAPSULE 250mg (5S),GLISTROMA CAPSULE 250mg (5S),FCMB11,,FCMB11,2021-09-20 13:29:36,,250.0,5.0,,,,,,,,,
glistroma,,tablet,1,,"{'#': {'string': '20mg', 'type': 'measurement', 'number_string': (None, '20.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}, '##': {'string': '5 s', 'type': 'measurement', 'number_string': (None, '5.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> <v>#<v> capsule <v>##<v> ,solid,,,20.0,mg,5.0,pack_size,GLISTROMA 20mg CAPSULE (5'S),GLISTROMA 20mg CAPSULE (5'S),FCMB21,,FCMB21,2021-09-20 13:29:36,,20.0,5.0,,,,,,,,,
carbokem,novo,injection,1,,"{'#': {'string': '600mg', 'type': 'measurement', 'number_string': (None, '600.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}}", <group> novo <v>#<v> injection vial ,liquid,,,600.0,mg,,,CARBOKEM NOVO 600mg INJECTION (VIAL),CARBOKEM NOVO 600mg INJECTION (VIAL),FIBW21,,FIBW21,2021-09-20 13:29:36,,600.0,,,,,,,,,,
alrubicin,,injection,1,,"{'#': {'string': '150mg', 'type': 'measurement', 'number_string': (None, '150.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}}", <group> <v>#<v> injection vial ,liquid,,,150.0,mg,,,ALRUBICIN 150mg INJECTION (VIAL),ALRUBICIN 150mg INJECTION (VIAL),FIDD31,,FIDD31,2021-09-20 13:29:36,,150.0,,,,,,,,,,
tubitere,novo,injection,1,1.0,"{'#': {'string': '20mg', 'type': 'measurement', 'number_string': (None, '20.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}, '##': {'string': '1 s', 'type': 'measurement', 'number_string': (None, '1.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}, '###': {'string': '1ml', 'type': 'measurement', 'number_string': (None, '1.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> nova <v>#<v> injection <v>##<v>  <v>###<v> ,liquid,,,20.0,mg,1.0,pack_size,TUBITERE NOVA 20MG INJECTION (1'S) 1ML,TUBITERE NOVA 20MG INJECTION (1'S) 1ML,FIFN04,,FIFN04,2021-09-20 13:29:36,,20.0,1.0,,,,,,,,,
tubitere,novo,injection,1,4.0,"{'#': {'string': '80mg', 'type': 'measurement', 'number_string': (None, '80.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}, '##': {'string': '1 s', 'type': 'measurement', 'number_string': (None, '1.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}, '###': {'string': '4ml', 'type': 'measurement', 'number_string': (None, '4.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> nova <v>#<v> injection <v>##<v>  <v>###<v> ,liquid,,,80.0,mg,1.0,pack_size,TUBITERE NOVA 80MG INJECTION (1'S) 4ML,TUBITERE NOVA 80MG INJECTION (1'S) 4ML,FIFN14,,FIFN14,2021-09-20 13:29:36,,80.0,1.0,,,,,,,,,
oraloz,lozenges,tablet,1,,"{'#': {'string': '10mg', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}, '##': {'string': '10 s', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> <v>#<v> lozenges <v>##<v> tablet ,solid,,,10.0,mg,10.0,pack_size,ORALOZ 10mg LOZENGES (10S) TABLET,ORALOZ 10mg LOZENGES (10S) TABLET,FTCW01,,FTCW01,2021-09-20 13:29:36,,10.0,10.0,,,,,,,,,
alkeprost,bottle pet in,tablet,1,,"{'#': {'string': '120 s', 'type': 'measurement', 'number_string': (None, '120.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> tablet <v>#<v> in pet bottle ,solid,,,,,120.0,pack_size,ALKEPROST Tablet(120'S IN PET BOTTLE),ALKEPROST Tablet(120'S IN PET BOTTLE),FTVD01,,FTVD01,2021-09-20 13:29:36,,,120.0,,,,,,,,,
jupiros,fl,tablet,1,,"{'#': {'string': '5mg', 'type': 'measurement', 'number_string': (None, '5.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}, '##': {'string': '10 s', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> fl <v>#<v> tablet <v>##<v> ,solid,,,5.0,mg,10.0,pack_size,JUPIROS FL 5MG Tablet (10'S),JUPIROS FL 5MG Tablet (10'S),FTNG41,,FTNG41,2021-09-20 13:29:36,,5.0,10.0,,,,,,,,,
jupiros,fl,tablet,1,,"{'#': {'string': '10mg', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}, '##': {'string': '10 s', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> fl <v>#<v> tablet <v>##<v> ,solid,,,10.0,mg,10.0,pack_size,JUPIROS FL 10MG Tablet (10'S),JUPIROS FL 10MG Tablet (10'S),FTNG51,,FTNG51,2021-09-20 13:29:36,,10.0,10.0,,,,,,,,,
rosukem,fl,tablet,1,,"{'#': {'string': '5mg', 'type': 'measurement', 'number_string': (None, '5.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}, '##': {'string': '10 s', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> fl <v>#<v> tablet <v>##<v> ,solid,,,5.0,mg,10.0,pack_size,ROSUKEMFL 5MG Tablet (10S),ROSUKEMFL 5MG Tablet (10S),FTSP51,,FTSP51,2021-09-20 13:29:36,,5.0,10.0,,,,,,,,,
rosukem,fl,tablet,1,,"{'#': {'string': '10mg', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}, '##': {'string': '10 s', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> fl <v>#<v> tablet <v>##<v> ,solid,,,10.0,mg,10.0,pack_size,ROSUKEMFL 10MG Tablet (10S),ROSUKEMFL 10MG Tablet (10S),FTSP61,,FTSP61,2021-09-20 13:29:36,,10.0,10.0,,,,,,,,,
vancogen,,injection,1,,"{'#': {'string': '1 g', 'type': 'measurement', 'number_string': (None, '1.0'), 'amount_suffix': (None, 'gm'), 'amount_separator': None, 'context': {'before': ['<group>', '<pack>'], 'after': ['<pack>']}}}", <group> injection <v>#<v> vial ,liquid,,,,,1.0,gm,VANCOGEN INJECTION (1G) (VIAL),VANCOGEN INJECTION (1G) (VIAL),FI4203,,FI4203,2021-09-20 13:29:36,,,,,,,,1.0,,,,
magtam,,injection,1,,"{'#': {'string': '2gm', 'type': 'measurement', 'number_string': (None, '2.0'), 'amount_suffix': (None, 'gm'), 'amount_separator': None, 'context': {'before': ['<group>'], 'after': ['<pack>', '<pack>']}}}", <group> <v>#<v> injection vials ,liquid,,,2.0,gm,,,MAGTAM 2GM  INJECTION (VIALS),MAGTAM 2GM  INJECTION (VIALS),FICQ11,,FICQ11,2021-09-20 13:29:36,,,,,,,,2.0,,,,
revotaz,,injection,1,,"{'#': {'string': '4.5 gm', 'type': 'measurement', 'number_string': (None, '4.5'), 'amount_suffix': (None, 'gm'), 'amount_separator': None, 'context': {'before': ['<group>', '<pack>'], 'after': ['<pack>']}}}", <group> injection <v>#<v> vial ,liquid,,,,,4.5,gm,REVOTAZ INJECTION 4.5 GM (VIAL),REVOTAZ INJECTION 4.5 GM (VIAL),FIEN01,,FIEN01,2021-09-20 13:29:36,,,,,,,,4.5,,,,
revotaz,,injection,1,,"{'#': {'string': '1.125 gm', 'type': 'measurement', 'number_string': (None, '1.125'), 'amount_suffix': (None, 'gm'), 'amount_separator': None, 'context': {'before': ['<group>', '<pack>'], 'after': ['<pack>']}}}", <group> injection <v>#<v> vial ,liquid,,,,,1.125,gm,REVOTAZ INJECTION 1.125 GM (VIAL),REVOTAZ INJECTION 1.125 GM (VIAL),FIEN11,,FIEN11,2021-09-20 13:29:36,,,,,,,,1.125,,,,
revotaz,,injection,1,,"{'#': {'string': '1.125gm', 'type': 'measurement', 'number_string': (None, '1.125'), 'amount_suffix': (None, 'gm'), 'amount_separator': None, 'context': {'before': ['<group>'], 'after': ['<pack>', '<pack>']}}}", <group> <v>#<v> injection vial ,liquid,,,1.125,gm,,,REVOTAZ 1.125GM INJECTION (VIAL),REVOTAZ 1.125GM INJECTION (VIAL),FIEN12,,FIEN11,2021-09-20 13:29:36,,,,,,,,1.125,,,,
revotaz,,injection,1,,"{'#': {'string': '2.25gm', 'type': 'measurement', 'number_string': (None, '2.25'), 'amount_suffix': (None, 'gm'), 'amount_separator': None, 'context': {'before': ['<group>'], 'after': ['<pack>']}}}", <group> <v>#<v> injection ,liquid,,,2.25,gm,,,REVOTAZ- 2.25GM INJECTION,REVOTAZ- 2.25GM INJECTION,FIEN21,,FIEN21,2021-09-20 13:29:36,,,,,,,,2.25,,,,
revotaz,trio,injection,1,,"{'#': {'string': '1.125g', 'type': 'measurement', 'number_string': (None, '1.125'), 'amount_suffix': (None, 'gm'), 'amount_separator': None, 'context': {'before': ['<group>', '<attr>'], 'after': ['<pack>', '<v>##<v>', '<pack>']}}, '##': {'string': '3', 'type': 'int', 'number_string': ('3.0',), 'context': {'before': ['<group>', '<attr>', '<v>#<v>', '<pack>'], 'after': ['<pack>']}}}", <group> trio <v>#<v> injection <v>##<v> vial ,liquid,,,1.125,gm,3.0,,REVOTAZ TRIO 1.125G INJECTION (3VIAL),REVOTAZ TRIO 1.125G INJECTION (3VIAL),FIEN41,,FIEN41,2021-09-20 13:29:36,,,,3.0,,,,1.125,,,,
ZAXTER,kit,injection,1,,"{'#': {'string': '500mg', 'type': 'measurement', 'number_string': (None, '500.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}}", <group> kit <v>#<v> injection vial ,liquid,,,500.0,mg,,,ZAXTER KIT 500MG INJECTION (VIAL),ZAXTER KIT 500MG INJECTION (VIAL),FIFC43,,FIFC43,2021-09-20 13:29:36,,500.0,,,,,,,,,,
ZAXTER,,injection,1,,"{'#': {'string': '2gm', 'type': 'measurement', 'number_string': (None, '2.0'), 'amount_suffix': (None, 'gm'), 'amount_separator': None, 'context': {'before': ['<group>'], 'after': ['<pack>', '<pack>']}}}", <group> <v>#<v> injection vial ,liquid,,,2.0,gm,,,ZAXTER 2GM INJECTION (VIAL),ZAXTER 2GM INJECTION (VIAL),FIFC71,,FIFC71,2021-09-20 13:29:36,,,,,,,,2.0,,,,
cilaxter,,injection,1,,"{'#': {'string': '1gm', 'type': 'measurement', 'number_string': (None, '1.0'), 'amount_suffix': (None, 'gm'), 'amount_separator': None, 'context': {'before': ['<group>'], 'after': ['<pack>', '<pack>']}}}", <group> <v>#<v> injection vial ,liquid,,,1.0,gm,,,CILAXTER 1GM INJECTION (VIAL),CILAXTER 1GM INJECTION (VIAL),FILF41,,FILF42,2021-09-20 13:29:36,,,,,,,,1.0,,,,
teicokem,,injection,1,,"{'#': {'string': '200mg', 'type': 'measurement', 'number_string': (None, '200.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}}", <group> injection <v>#<v> vial ,liquid,,,200.0,mg,,,TEICOKEM INJECTION 200MG (VIAL),TEICOKEM INJECTION 200MG (VIAL),FITO01,,FITO01,2021-09-20 13:29:36,,200.0,,,,,,,,,,
